description,date_announced,date_start,date_end,country,init_country_level,domestic_policy,type,type_sub_cat,target_who_what,compliance,lockdown_length
"Chile is enforcing a lockdown in Viña del Mar from June 12 for 7 days. The lockdown has been extended until July 3. UPDATE: The lockdown enforced from June 12, has been extended until July 3.",2020-06-24,2020-06-27,2020-07-03,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforced a lockdown in the whole province of Santiago starting on May 15 at 10 pm for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced on May 15 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in the whole commune of Puente Alto from May 15 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced on May 15 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in the whole commune of San Bernardo from May 15 for 7 days. (There was a lockdown in the north-eastern area of the commune from April 16 to May 15). The lockdown has been extended until July 10. UPDATE: The lockdown enforced on May 15 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in Calama beginning on June 9 and ending on June 19. The lockdown has been extended until July 10. UPDATE: The lockdown enforced on June 9 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),6
Chile is enforcing a lockdown in San Antonio beginning on June 9 and ending on June 19. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 9 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),6
Chile is enforcing a lockdown in the urban area of Til Til from June 12 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced on June 12 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in the urban area of Curicó from June 19 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 19 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in Machalí from June 19 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 19 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in Rancagua from June 19 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 19 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in Los Andes from June 19 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 19 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in the urban area of Antofagasta from June 23 to July 3. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 23 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in San Felipe from June 19 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 19 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in the urban area of Curacaví from June 12 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 12 has been extended until July 10.,2020-07-01,2020-07-04,2021-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",371
Chile is enforcing a lockdown in the urban area of San José de Maipo from June 12 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 12 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in the urban area of Melipilla from June 12 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 12 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in the urban area of Pozo Almonte from June 12 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 12 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in Peñaflor from June 12 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 12 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in Calera de Tango from June 26 until July 3. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 26 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in the commune of El Monte from June 26 until July 3. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 26 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in the commune of Talagante from June 26 until July 3. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 26 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in the commune of Quillota from June 26 until July 3. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 26 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in the commune of Graneros from June 26 until July 3. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 26 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in Colina from May 15 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from May 15 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in the commune of Padre Hurtado from May 15 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from May 15 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in Buin from May 15 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from May 15 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in Iquique beginning on May 15 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from May 15 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in Alto Hospicio from May 15 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from May 15 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in Viña del Mar from June 12 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 12 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in Valparaíso from June 12 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 12 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in the urban area of Mejillones in the Antofagasta Region from June 23 to July 3. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 23 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in the urban area of Tocopilla in the Antofagasta Region beginning on June 23 and ending on July 3. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from June 23 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),6
Chile is enforcing a lockdown in the commune of Lampa from May 15 for 7 days. The lockdown has been extended until July 10. UPDATE: The lockdown enforced from May 15 has been extended until July 10.,2020-07-01,2020-07-04,2020-07-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforced a lockdown in the whole province of Santiago starting on May 15 at 10 pm for 7 days. The lockdown has been extended until July 17. UPDATE: The lockdown enforced from May 15 has been extended until July 17.,2020-07-08,2020-07-11,2020-07-17,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in the whole commune of Puente Alto from May 15 for 7 days. The lockdown has been extended until July 17. UPDATE: The lockdown enforced from May 15 has been extended until July 17.,2020-07-08,2020-07-11,2020-07-17,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in the whole commune of San Bernardo from May 15 for 7 days. (There was a lockdown in the north-eastern area of the commune from April 16 to May 15). The lockdown has been extended until July 17. UPDATE: The lockdown enforced from May 15 has been extended until July 17.,2020-07-08,2020-07-11,2020-07-17,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in the urban area of Antofagasta from June 23 to July 3. The lockdown has been extended until July 17. UPDATE: The lockdown enforced from June 23 has been extended unti July 17.,2020-07-08,2020-07-11,2020-07-17,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in Calama beginning on June 9 and ending on June 19. The lockdown has been extended until July 17. UPDATE: The lockdown enforced from June 9 has been extended until July 17.,2020-07-08,2020-07-11,2020-07-17,Chile,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),6
Chile is enforcing a lockdown in San Antonio beginning on June 9 and ending on June 19. The lockdown has been extended until July 17. UPDATE: The lockdown enforced from June 9 has been extended until July 17.,2020-07-08,2020-07-11,2020-07-17,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),6
Chile is enforcing a lockdown in the urban area of Til Til from June 12 for 7 days. The lockdown has been extended until July 17. UPDATE: The lockdown enforced from June 12 has been extended until July 17.,2020-07-08,2020-07-11,2020-07-17,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
